8331, MenuBar, LOC, 392.0, 8330, 
8352, MenuBar.LastOpenedActionListener, FANOUT, 3.0, 8330, 
8352, MenuBar.LastOpenedActionListener, NOCS, 0.0, 8330, 
8352, MenuBar.LastOpenedActionListener, NIM, 0.0, 8330, 
8352, MenuBar.LastOpenedActionListener, LCOM5, 0.0, 8330, 
8352, MenuBar.LastOpenedActionListener, NOAM, 0.0, 8330, 
8352, MenuBar.LastOpenedActionListener, CBO, 4.0, 8330, 
8352, MenuBar.LastOpenedActionListener, WOC, 1.0, 8330, 
8352, MenuBar.LastOpenedActionListener, DIT, 1.0, 8330, 
8352, MenuBar.LastOpenedActionListener, NOPA, 0.0, 8330, 
8352, MenuBar.LastOpenedActionListener, NOC, 0.0, 8330, 
8352, MenuBar.LastOpenedActionListener, CFNAMM, 16.0, 8330, 
8352, MenuBar.LastOpenedActionListener, NMO, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, LOC, 9.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOMNAMM, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOM, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, WMCNAMM, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, WMC, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOA, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, LOCNAMM, 9.0, 8330, 
8355, MenuBar.ModesMenuActionListener, AMWNAMM, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, RFC, 2.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOII, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, AMW, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, TCC, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, ATFD, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, FANOUT, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOCS, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NIM, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, LCOM5, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOAM, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, CBO, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, WOC, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, DIT, 1.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOPA, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NOC, 0.0, 8330, 
8355, MenuBar.ModesMenuActionListener, CFNAMM, 4.0, 8330, 
8355, MenuBar.ModesMenuActionListener, NMO, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, LOC, 5.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOMNAMM, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOM, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, WMCNAMM, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, WMC, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOA, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, LOCNAMM, 5.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, AMWNAMM, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, RFC, 2.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOII, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, AMW, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, TCC, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, ATFD, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, FANOUT, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOCS, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NIM, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, LCOM5, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOAM, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, CBO, 3.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, DIT, 1.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NOPA, 0.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, CFNAMM, 4.0, 8330, 
8358, freemind.controller.MenuBar.ModesMenuActionListener$1, NMO, 0.0, 8330, 
8361, StructuredMenuHolder, LOC, 494.0, 8330, 
8361, StructuredMenuHolder, NOMNAMM, 19.0, 8330, 
8361, StructuredMenuHolder, NOM, 19.0, 8330, 
8361, StructuredMenuHolder, WMCNAMM, 44.0, 8330, 
8361, StructuredMenuHolder, WMC, 44.0, 8330, 
8361, StructuredMenuHolder, NOA, 10.0, 8330, 
8361, StructuredMenuHolder, LOCNAMM, 494.0, 8330, 
8361, StructuredMenuHolder, AMWNAMM, 2.31578947368421, 8330, 
8361, StructuredMenuHolder, RFC, 41.0, 8330, 
8361, StructuredMenuHolder, NOII, 0.0, 8330, 
8361, StructuredMenuHolder, AMW, 2.31578947368421, 8330, 
8361, StructuredMenuHolder, TCC, 0.272727272727273, 8330, 
8361, StructuredMenuHolder, ATFD, 2.0, 8330, 
8361, StructuredMenuHolder, FANOUT, 15.0, 8330, 
8361, StructuredMenuHolder, NOCS, 13.0, 8330, 
8361, StructuredMenuHolder, NIM, 0.0, 8330, 
8361, StructuredMenuHolder, LCOM5, 0.944444444444444, 8330, 
8361, StructuredMenuHolder, NOAM, 0.0, 8330, 
8361, StructuredMenuHolder, CBO, 6.0, 8330, 
8361, StructuredMenuHolder, WOC, 0.923076923076923, 8330, 
8361, StructuredMenuHolder, DIT, 1.0, 8330, 
8361, StructuredMenuHolder, NOPA, 1.0, 8330, 
8361, StructuredMenuHolder, NOC, 0.0, 8330, 
8361, StructuredMenuHolder, CFNAMM, 522.0, 8330, 
8361, StructuredMenuHolder, NMO, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, LOC, 14.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOMNAMM, 3.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOM, 3.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, WMCNAMM, 3.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, WMC, 3.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOA, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, LOCNAMM, 14.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, AMWNAMM, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, RFC, 5.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOII, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, AMW, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, TCC, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, ATFD, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, FANOUT, 2.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOCS, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NIM, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, LCOM5, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOAM, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, CBO, 2.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, WOC, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, DIT, 1.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOPA, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NOC, 0.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, CFNAMM, 18.0, 8330, 
8381, StructuredMenuHolder.PrintMenuAdder, NMO, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, LOC, 10.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOMNAMM, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOM, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, WMCNAMM, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, WMC, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOA, 3.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, LOCNAMM, 10.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, AMWNAMM, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, RFC, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOII, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, AMW, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, TCC, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, ATFD, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, FANOUT, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOCS, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NIM, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, LCOM5, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOAM, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, CBO, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, WOC, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, DIT, 1.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOPA, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NOC, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, CFNAMM, 0.0, 8330, 
8386, StructuredMenuHolder.MapTokenPair, NMO, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, LOC, 17.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOMNAMM, 3.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOM, 3.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, WMCNAMM, 3.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, WMC, 3.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOA, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, LOCNAMM, 17.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, AMWNAMM, 1.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, RFC, 5.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOII, 1.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, AMW, 1.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, TCC, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, ATFD, 1.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, FANOUT, 2.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOCS, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NIM, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, LCOM5, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOAM, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, CBO, 3.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, DIT, 1.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NOPA, 0.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, CFNAMM, 8.0, 8330, 
8388, freemind.controller.StructuredMenuHolder$1, NMO, 0.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, LOC, 29.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOMNAMM, 3.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOM, 3.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, WMCNAMM, 5.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, WMC, 5.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOA, 1.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, LOCNAMM, 29.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, AMWNAMM, 1.66666666666667, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, RFC, 10.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOII, 1.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, AMW, 1.66666666666667, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, TCC, 0.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, ATFD, 1.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, FANOUT, 5.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOCS, 0.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NIM, 0.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, LCOM5, 1.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOAM, 0.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, CBO, 5.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, DIT, 1.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NOPA, 0.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, CFNAMM, 40.0, 8330, 
8393, freemind.controller.StructuredMenuHolder$2, NMO, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, LOC, 17.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOMNAMM, 3.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOM, 3.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, WMCNAMM, 3.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, WMC, 3.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOA, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, LOCNAMM, 17.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, AMWNAMM, 1.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, RFC, 4.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOII, 1.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, AMW, 1.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, TCC, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, ATFD, 1.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, FANOUT, 1.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOCS, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NIM, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, LCOM5, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOAM, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, CBO, 2.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, DIT, 1.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NOPA, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, CFNAMM, 0.0, 8330, 
8398, freemind.controller.StructuredMenuHolder$3, NMO, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, LOC, 6.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOMNAMM, 3.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOM, 3.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, WMCNAMM, 3.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, WMC, 3.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOA, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, LOCNAMM, 6.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, AMWNAMM, 1.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, RFC, 3.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOII, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, AMW, 1.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, TCC, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, ATFD, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, FANOUT, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOCS, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, LCOM5, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOAM, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, CBO, 1.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, WOC, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOPA, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, NOC, 0.0, 8330, 
8403, StructuredMenuHolder.MenuAdder, CFNAMM, 0.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, LOC, 34.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOMNAMM, 4.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOM, 4.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, WMCNAMM, 5.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, WMC, 5.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOA, 2.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, LOCNAMM, 34.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, AMWNAMM, 1.25, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, RFC, 10.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOII, 1.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, AMW, 1.25, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, TCC, 0.333333333333333, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, ATFD, 1.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, FANOUT, 4.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOCS, 0.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NIM, 0.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, LCOM5, 0.833333333333333, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOAM, 0.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, CBO, 4.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, WOC, 1.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, DIT, 1.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOPA, 0.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NOC, 0.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, CFNAMM, 40.0, 8330, 
8407, StructuredMenuHolder.MenuItemAdder, NMO, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, LOC, 3.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOMNAMM, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOM, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, WMCNAMM, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, WMC, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOA, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, LOCNAMM, 3.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, AMWNAMM, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, RFC, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOII, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, AMW, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, TCC, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, ATFD, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, FANOUT, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOCS, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, LCOM5, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOAM, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, CBO, 1.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, WOC, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOPA, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, NOC, 0.0, 8330, 
8412, StructuredMenuHolder.MenuAdderCreator, CFNAMM, 0.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, LOC, 9.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, NOMNAMM, 1.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, NOM, 1.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, WMCNAMM, 1.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, WMC, 1.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, NOA, 0.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, LOCNAMM, 9.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, AMWNAMM, 1.0, 8330, 
8414, StructuredMenuHolder.DefaultMenuAdderCreator, RFC, 2.0, 8330, 
