2, ErrorWindows, NOMNAMM, 3.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, WMCNAMM, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, AMW, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, LOCNAMM, 5.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, NOAM, 0.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, ATFD, 0.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, DIT, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, CBO, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, FANOUT, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, NMO, 0.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, NOII, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, RFC, 2.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, CFNAMM, 4.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, LCOM5, 0.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, NOPA, 0.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, TCC, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, AMWNAMM, 1.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, NIM, 0.0, 1, 
14, it.unimib.disco.essere.WekaNose.gui.HomePage$1, NOCS, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOMNAMM, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOM, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, LOC, 5.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, WMC, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOA, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, WMCNAMM, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, AMW, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, LOCNAMM, 5.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOAM, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, ATFD, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, DIT, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, CBO, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, FANOUT, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NMO, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOII, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, RFC, 2.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, CFNAMM, 4.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, LCOM5, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOPA, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, TCC, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, AMWNAMM, 1.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NIM, 0.0, 1, 
17, it.unimib.disco.essere.WekaNose.gui.HomePage$2, NOCS, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOMNAMM, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOM, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, LOC, 5.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, WMC, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOA, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, WMCNAMM, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, AMW, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, LOCNAMM, 5.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOAM, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, ATFD, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, DIT, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, CBO, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, FANOUT, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NMO, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOII, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, RFC, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, CFNAMM, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, LCOM5, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOPA, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, TCC, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, AMWNAMM, 1.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NIM, 0.0, 1, 
20, it.unimib.disco.essere.WekaNose.gui.ErrorWindows$2, NOCS, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOMNAMM, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOM, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, LOC, 10.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, WMC, 2.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOA, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, WMCNAMM, 2.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, AMW, 2.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, LOCNAMM, 10.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOAM, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, ATFD, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, DIT, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, CBO, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, FANOUT, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NMO, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOII, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, RFC, 2.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, CFNAMM, 4.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, LCOM5, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOPA, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, TCC, 1.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, AMWNAMM, 2.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NIM, 0.0, 1, 
23, it.unimib.disco.essere.WekaNose.gui.HomePage$3, NOCS, 0.0, 1, 
26, FinalWindows, NOMNAMM, 3.0, 1, 
26, FinalWindows, NOM, 3.0, 1, 
26, FinalWindows, LOC, 91.0, 1, 
26, FinalWindows, WMC, 3.0, 1, 
26, FinalWindows, NOA, 4.0, 1, 
26, FinalWindows, WMCNAMM, 3.0, 1, 
26, FinalWindows, AMW, 1.0, 1, 
26, FinalWindows, LOCNAMM, 91.0, 1, 
26, FinalWindows, NOAM, 0.0, 1, 
26, FinalWindows, ATFD, 2.0, 1, 
26, FinalWindows, DIT, 1.0, 1, 
26, FinalWindows, NOC, 0.0, 1, 
26, FinalWindows, CBO, 1.0, 1, 
26, FinalWindows, FANOUT, 4.0, 1, 
26, FinalWindows, NMO, 0.0, 1, 
26, FinalWindows, WOC, 1.0, 1, 
26, FinalWindows, NOII, 0.0, 1, 
26, FinalWindows, RFC, 8.0, 1, 
26, FinalWindows, CFNAMM, 20.0, 1, 
26, FinalWindows, LCOM5, 1.125, 1, 
26, FinalWindows, NOPA, 0.0, 1, 
26, FinalWindows, TCC, 1.0, 1, 
26, FinalWindows, AMWNAMM, 1.0, 1, 
26, FinalWindows, NIM, 0.0, 1, 
26, FinalWindows, NOCS, 3.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOMNAMM, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOM, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, LOC, 10.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, WMC, 2.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOA, 0.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, WMCNAMM, 2.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, AMW, 2.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, LOCNAMM, 10.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOAM, 0.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, ATFD, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, DIT, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, CBO, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, FANOUT, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NMO, 0.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOII, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, RFC, 2.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, CFNAMM, 4.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, LCOM5, 0.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOPA, 0.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, TCC, 1.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, AMWNAMM, 2.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NIM, 0.0, 1, 
30, it.unimib.disco.essere.WekaNose.gui.FinalWindows$1, NOCS, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOMNAMM, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOM, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, LOC, 5.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, WMC, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOA, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, WMCNAMM, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, AMW, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, LOCNAMM, 5.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOAM, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, ATFD, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, DIT, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, CBO, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, FANOUT, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NMO, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOII, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, RFC, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, CFNAMM, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, LCOM5, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOPA, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, TCC, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, AMWNAMM, 1.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NIM, 0.0, 1, 
33, it.unimib.disco.essere.WekaNose.gui.FinalWindows$2, NOCS, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOMNAMM, 1.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOM, 1.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, LOC, 12.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, WMC, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOA, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, WMCNAMM, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, AMW, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, LOCNAMM, 12.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOAM, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, ATFD, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, DIT, 1.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, CBO, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, FANOUT, 1.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NMO, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOII, 1.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, RFC, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, CFNAMM, 4.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, LCOM5, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOPA, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, TCC, 1.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, AMWNAMM, 2.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NIM, 0.0, 1, 
36, it.unimib.disco.essere.WekaNose.gui.FinalWindows$3, NOCS, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOMNAMM, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOM, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, LOC, 10.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, WMC, 2.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOA, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, WMCNAMM, 2.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, AMW, 2.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, LOCNAMM, 10.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOAM, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, ATFD, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, DIT, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, CBO, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, FANOUT, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NMO, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOII, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, RFC, 2.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, CFNAMM, 4.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, LCOM5, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOPA, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, TCC, 1.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, AMWNAMM, 2.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NIM, 0.0, 1, 
39, it.unimib.disco.essere.WekaNose.gui.HomePage$4, NOCS, 0.0, 1, 
43, DatasetLogger, NOMNAMM, 6.0, 42, 
43, DatasetLogger, NOM, 7.0, 42, 
43, DatasetLogger, LOC, 44.0, 42, 
43, DatasetLogger, WMC, 8.0, 42, 
43, DatasetLogger, NOA, 3.0, 42, 
43, DatasetLogger, WMCNAMM, 7.0, 42, 
43, DatasetLogger, AMW, 1.14285714285714, 42, 
43, DatasetLogger, LOCNAMM, 39.0, 42, 
43, DatasetLogger, NOAM, 1.0, 42, 
43, DatasetLogger, ATFD, 0.0, 42, 
43, DatasetLogger, DIT, 1.0, 42, 
43, DatasetLogger, NOC, 0.0, 42, 
43, DatasetLogger, CBO, 0.0, 42, 
43, DatasetLogger, FANOUT, 0.0, 42, 
43, DatasetLogger, NMO, 0.0, 42, 
43, DatasetLogger, WOC, 0.8, 42, 
43, DatasetLogger, NOII, 0.0, 42, 
43, DatasetLogger, RFC, 7.0, 42, 
43, DatasetLogger, CFNAMM, 0.0, 42, 
43, DatasetLogger, LCOM5, 0.833333333333333, 42, 
43, DatasetLogger, NOPA, 0.0, 42, 
43, DatasetLogger, TCC, 0.3, 42, 
43, DatasetLogger, AMWNAMM, 1.16666666666667, 42, 
43, DatasetLogger, NIM, 0.0, 42, 
43, DatasetLogger, NOCS, 0.0, 42, 
51, Condition, NOMNAMM, 3.0, 42, 
51, Condition, NOM, 13.0, 42, 
51, Condition, LOC, 117.0, 42, 
51, Condition, WMC, 18.0, 42, 
51, Condition, NOA, 7.0, 42, 
51, Condition, WMCNAMM, 6.0, 42, 
51, Condition, AMW, 1.38461538461538, 42, 
51, Condition, LOCNAMM, 61.0, 42, 
51, Condition, NOAM, 10.0, 42, 
51, Condition, ATFD, 0.0, 42, 
51, Condition, DIT, 1.0, 42, 
51, Condition, NOC, 0.0, 42, 
51, Condition, CBO, 1.0, 42, 
51, Condition, FANOUT, 1.0, 42, 
51, Condition, NMO, 1.0, 42, 
51, Condition, WOC, 0.2, 42, 
51, Condition, NOII, 0.0, 42, 
51, Condition, RFC, 14.0, 42, 
51, Condition, CFNAMM, 70.0, 42, 
51, Condition, LCOM5, 0.880952380952381, 42, 
51, Condition, NOPA, 2.0, 42, 
51, Condition, TCC, 0.272727272727273, 42, 
51, Condition, AMWNAMM, 2.0, 42, 
51, Condition, NIM, 0.0, 42, 
51, Condition, NOCS, 0.0, 42, 
65, DatabaseHandler, NOMNAMM, 7.0, 42, 
65, DatabaseHandler, NOM, 7.0, 42, 
65, DatabaseHandler, LOC, 133.0, 42, 
65, DatabaseHandler, WMC, 18.0, 42, 
65, DatabaseHandler, NOA, 2.0, 42, 
65, DatabaseHandler, WMCNAMM, 18.0, 42, 
65, DatabaseHandler, AMW, 2.57142857142857, 42, 
65, DatabaseHandler, LOCNAMM, 133.0, 42, 
65, DatabaseHandler, NOAM, 0.0, 42, 
65, DatabaseHandler, ATFD, 5.0, 42, 
65, DatabaseHandler, DIT, 1.0, 42, 
65, DatabaseHandler, NOC, 0.0, 42, 
65, DatabaseHandler, CBO, 3.0, 42, 
65, DatabaseHandler, FANOUT, 3.0, 42, 
65, DatabaseHandler, NMO, 0.0, 42, 
65, DatabaseHandler, WOC, 1.0, 42, 
65, DatabaseHandler, NOII, 0.0, 42, 
65, DatabaseHandler, RFC, 18.0, 42, 
65, DatabaseHandler, CFNAMM, 66.0, 42, 
65, DatabaseHandler, LCOM5, 1.0, 42, 
65, DatabaseHandler, NOPA, 0.0, 42, 
65, DatabaseHandler, TCC, 0.0, 42, 
65, DatabaseHandler, AMWNAMM, 2.57142857142857, 42, 
65, DatabaseHandler, NIM, 0.0, 42, 
65, DatabaseHandler, NOCS, 0.0, 42, 
73, WorkspaceHandler, NOMNAMM, 8.0, 42, 
73, WorkspaceHandler, NOM, 9.0, 42, 
73, WorkspaceHandler, LOC, 74.0, 42, 
73, WorkspaceHandler, WMC, 13.0, 42, 
73, WorkspaceHandler, NOA, 3.0, 42, 
73, WorkspaceHandler, WMCNAMM, 12.0, 42, 
73, WorkspaceHandler, AMW, 1.44444444444444, 42, 
73, WorkspaceHandler, LOCNAMM, 69.0, 42, 
73, WorkspaceHandler, NOAM, 1.0, 42, 
73, WorkspaceHandler, ATFD, 0.0, 42, 
73, WorkspaceHandler, DIT, 1.0, 42, 
73, WorkspaceHandler, NOC, 0.0, 42, 
73, WorkspaceHandler, CBO, 0.0, 42, 
73, WorkspaceHandler, FANOUT, 0.0, 42, 
73, WorkspaceHandler, NMO, 0.0, 42, 
73, WorkspaceHandler, WOC, 0.875, 42, 
73, WorkspaceHandler, NOII, 0.0, 42, 
73, WorkspaceHandler, RFC, 9.0, 42, 
73, WorkspaceHandler, CFNAMM, 0.0, 42, 
73, WorkspaceHandler, LCOM5, 0.666666666666667, 42, 
73, WorkspaceHandler, NOPA, 0.0, 42, 
73, WorkspaceHandler, TCC, 0.476190476190476, 42, 
73, WorkspaceHandler, AMWNAMM, 1.5, 42, 
73, WorkspaceHandler, NIM, 0.0, 42, 
73, WorkspaceHandler, NOCS, 0.0, 42, 
83, GenerateRows, NOMNAMM, 7.0, 42, 
