8022, toString(), 0.0, 8020, 
8166, lookupClass(java.lang.String, java.lang.Object), 1.0, 8148, 
8167, lookupNameAndType(java.lang.String, java.lang.Object), 1.0, 8148, 
8168, lookupDouble(com.jasml.classes.ConstantPoolItem, double, int), 1.0, 8148, 
8169, lookupInt(com.jasml.classes.ConstantPoolItem, int, int), 1.0, 8148, 
8170, lookupFloat(com.jasml.classes.ConstantPoolItem, float, int), 1.0, 8148, 
8171, lookupLong(com.jasml.classes.ConstantPoolItem, long, int), 1.0, 8148, 
8172, ensureCapacity(ConstantPoolItem[]), 0.0, 8148, 
8173, main(String[], com.jasml.compiler.ConstantPoolGenerator), 1.0, 8148, 
8176, Scanner(), 0.0, 8174, 
8177, Scanner(java.lang.String), 1.0, 8174, 
8179, Scanner(java.io.FileReader, java.io.File, java.io.IOException, char[]), 1.0, 8174, 
8180, getContent(), 0.0, 8174, 
8181, mark(), 0.0, 8174, 
8182, restore(), 0.0, 8174, 
8183, setLineNumberOn(boolean), 1.0, 8174, 
8184, setColumnNumberOn(boolean), 1.0, 8174, 
8185, nextToken(char, int), 0.0, 8174, 
8186, specialNumberType(java.lang.String), 1.0, 8174, 
8187, isValidName(char, java.lang.String, int), 1.0, 8174, 
8188, getOffset(), 0.0, 8174, 
8189, getLength(), 0.0, 8174, 
8190, tokenType(), 0.0, 8174, 
8191, token(), 0.0, 8174, 
8192, getLineNumberStart(), 0.0, 8174, 
8193, getLineNumberEnd(), 0.0, 8174, 
8194, getColumnNumberStart(), 0.0, 8174, 
8195, getColumnNumberEnd(), 0.0, 8174, 
8196, skipSpaces(char), 0.0, 8174, 
8197, read(char), 0.0, 8174, 
8198, consumeDigits(char), 0.0, 8174, 
8199, unread(char), 0.0, 8174, 
8200, delComment(boolean, char, boolean, int, boolean, int, char[], int), 1.0, 8174, 
8201, isSeparatingChar(char), 1.0, 8174, 
8202, isInstruction(java.lang.String), 1.0, 8174, 
8203, isAccessFlag(java.lang.String), 1.0, 8174, 
8206, main(String[], com.jasml.compiler.Scanner, com.jasml.compiler.ParsingException), 1.0, 8174, 
8209, dump(), 0.0, 8207, 
8210, dumpClassHeader(), 0.0, 8207, 
8211, dumpConstantPool(com.jasml.classes.ConstantPoolItem, int, int, int, com.jasml.classes.ConstantPool), 0.0, 8207, 
8212, dumpClassInfo(), 0.0, 8207, 
8213, dumpInterfaces(int), 0.0, 8207, 
8214, dumpFields(com.jasml.classes.Field, int, int), 0.0, 8207, 
8215, dumpMethods(com.jasml.classes.Method, int, int), 0.0, 8207, 
8216, dumpClassAttributes(int), 0.0, 8207, 
8217, dumpAttribute(com.jasml.classes.Attribute_InnerClasses.InnerClass, com.jasml.classes.Attribute_LocalVariableTable.LocalVariable, com.jasml.classes.Attribute_Code.ExceptionTableItem, com.jasml.classes.Attribute_Code.Opcode, byte[][], com.jasml.classes.Attribute, com.jasml.classes.Attribute_LocalVariableTable, com.jasml.classes.Attribute_Exceptions, com.jasml.classes.Attribute_Code, com.jasml.classes.Attribute_InnerClasses, int, int), 1.0, 8207, 
8220, main(String[]), 1.0, 8219, 
8221, process(java.io.File), 1.0, 8219, 
8222, processDir(java.io.File, File[], java.io.File, int), 1.0, 8219, 
8223, processFile(java.lang.String, java.io.File, java.io.File, int), 1.0, 8219, 
8226, error(java.lang.String), 1.0, 8219, 
8227, processArgs(java.lang.String, String[], java.io.File, int), 1.0, 8219, 
8230, SourceCodeBuilder(), 0.0, 8229, 
8231, SourceCodeBuilder(com.jasml.decompiler.SourceCodeBuilderConfiguration), 1.0, 8229, 
8232, toString(com.jasml.classes.Attribute_ConstantValue), 1.0, 8229, 
8233, toString(com.jasml.classes.Attribute_Deprecated), 1.0, 8229, 
8234, toString(com.jasml.classes.Attribute_Synthetic), 1.0, 8229, 
8235, toString(com.jasml.classes.Attribute_SourceFile), 1.0, 8229, 
8237, toString(com.jasml.classes.Attribute_LineNumberTable, java.lang.StringBuffer, int), 1.0, 8229, 
8238, toString(com.jasml.classes.Attribute_InnerClasses.InnerClass, com.jasml.classes.Attribute_InnerClasses, java.lang.StringBuffer, int), 1.0, 8229, 
8239, toString(com.jasml.classes.Attribute_Exceptions, java.lang.StringBuffer, int), 1.0, 8229, 
8242, toString(com.jasml.classes.Attribute, java.lang.StringBuffer), 1.0, 8229, 
8243, toString(com.jasml.classes.Constant_Float), 1.0, 8229, 
8244, toString(com.jasml.classes.Constant_Long), 1.0, 8229, 
8245, toString(com.jasml.classes.Constant_Double), 1.0, 8229, 
8246, toString(com.jasml.classes.Constant_Utf8), 1.0, 8229, 
8247, toString(com.jasml.classes.ConstantPoolItem), 1.0, 8229, 
8248, toString(com.jasml.classes.Constant_Integer), 1.0, 8229, 
8249, toString(com.jasml.classes.Constant_Class), 1.0, 8229, 
8250, toString(java.lang.String, java.lang.String, com.jasml.classes.Constant_Fieldref, java.lang.String, int), 1.0, 8229, 
8251, toString(java.lang.String, java.lang.String, int, java.lang.String, com.jasml.classes.Constant_InterfaceMethodref, java.lang.String), 1.0, 8229, 
8252, toString(java.lang.String, java.lang.String, int, java.lang.String, com.jasml.classes.Constant_Methodref, java.lang.String), 1.0, 8229, 
8253, toString(com.jasml.classes.Constant_NameAndType), 1.0, 8229, 
8254, toString(com.jasml.classes.Constant_String), 1.0, 8229, 
8255, toString(com.jasml.classes.JavaClass, int, java.lang.String, java.lang.StringBuffer), 1.0, 8229, 
8256, toString(com.jasml.classes.Field, int, java.lang.StringBuffer), 1.0, 8229, 
8257, toString(java.lang.String, java.lang.String, com.jasml.classes.Method, int, int, java.lang.StringBuffer, java.lang.String), 1.0, 8229, 
8258, calculateReferences(com.jasml.classes.Method, com.jasml.classes.Attribute_Code.Opcode, int, LineNumber[], LocalVariable[], int, Opcode[], int, int, com.jasml.classes.Attribute, com.jasml.classes.Attribute_LocalVariableTable.LocalVariable, ExceptionTableItem[], com.jasml.classes.Attribute_Code.ExceptionTableItem, java.util.HashSet, com.jasml.classes.Attribute_Code, com.jasml.classes.Attribute_LineNumberTable, com.jasml.classes.Attribute_LocalVariableTable), 1.0, 8229, 
8260, toString_Static(com.jasml.classes.JavaClass, com.jasml.decompiler.SourceCodeBuilder), 1.0, 8229, 
8263, SourceCodeBuilderConfiguration(), 0.0, 8261, 
8265, parseClass(com.jasml.classes.JavaClass, java.io.File, java.io.FileInputStream, java.lang.Exception), 1.0, 8264, 
8266, readMagic(), 0.0, 8264, 
8267, readVersion(), 0.0, 8264, 
8268, readConstant_Pool_Count(), 0.0, 8264, 
8269, readConstantPool(byte, ConstantPoolItem[], int), 0.0, 8264, 
8270, readAccess_flags(), 0.0, 8264, 
8271, readThis_class(), 0.0, 8264, 
8272, readSuper_class(), 0.0, 8264, 
8273, readInterfaces(int), 0.0, 8264, 
8274, readFields(int), 0.0, 8264, 
8275, readMethods(int), 0.0, 8264, 
8276, readAttributes(int), 0.0, 8264, 
8277, readField(int, int, Attribute[], int, int, java.io.DataInputStream, int), 1.0, 8264, 
8278, readMethod(int, int, int, int, Attribute[], java.io.DataInputStream, int), 1.0, 8264, 
8279, readAttribute(byte[], int, int, int, int, InnerClass[], LocalVariable[], int[], int, int, LineNumber[], int, Opcode[], int, Attribute[], int, ExceptionTableItem[], int, int, java.io.DataInputStream, int, int, byte[], com.jasml.classes.Attribute, java.lang.String), 1.0, 8264, 
8280, readExceptionTableItem(java.io.DataInputStream), 1.0, 8264, 
8281, readInnerClass(java.io.DataInputStream), 1.0, 8264, 
8282, readLineNumber(java.io.DataInputStream), 1.0, 8264, 
8283, readLocalVariable(java.io.DataInputStream), 1.0, 8264, 
8284, parseOpcodes(byte[], com.jasml.helper.OpcodeInfo, byte[][], int, int, int, int, int, byte[], boolean, int, int, int, byte[], int, int, byte[], com.jasml.classes.Attribute_Code.Opcode, byte[], java.util.ArrayList), 1.0, 8264, 
8285, prt(java.lang.Object), 1.0, 8264, 
8289, IntegerArray(int), 1.0, 8288, 
8290, add(int, int[]), 1.0, 8288, 
8291, getAll(int[]), 0.0, 8288, 
8293, getOpcodeInfo(byte), 1.0, 8292, 
8294, getOpcodeInfo(java.lang.String, java.lang.Object), 1.0, 8292, 
8298, accessFlagToString_Class(short, java.lang.StringBuffer), 1.0, 8297, 
8299, getAccessFlag_Class(short, java.lang.String), 1.0, 8297, 
8300, accessFlagToString_Field(short, java.lang.StringBuffer), 1.0, 8297, 
8301, accessFlagToString_Method(short, java.lang.StringBuffer), 1.0, 8297, 
8302, getAccessFlag_Method(short, java.lang.String), 1.0, 8297, 
8303, getAccessFlag_Field(short, java.lang.String), 1.0, 8297, 
8304, hasMethodBody(short), 1.0, 8297, 
8305, methodParameterToString(java.lang.String, int, int, java.lang.String, java.lang.StringBuffer), 1.0, 8297, 
8306, descriptorToString(java.lang.String, java.lang.String, int), 1.0, 8297, 
8307, toInnerType(java.lang.String, int, java.lang.String), 1.0, 8297, 
8308, toInnerClassName(java.lang.String, int, int), 1.0, 8297, 
8309, toInnerParameterTypes(java.lang.String, java.lang.StringBuffer, java.util.StringTokenizer), 1.0, 8297, 
8311, isDigit(char, java.lang.String, int), 1.0, 8297, 
8313, constantClassToString(java.lang.String, int), 1.0, 8297, 
8314, getPrimitiveTypeCode(int, java.lang.String), 1.0, 8297, 
8315, toViewableString(char, java.lang.String, int, java.lang.StringBuffer, int), 1.0, 8297, 
8316, getUnicodeChar(char), 1.0, 8297, 
8317, parseViewableString(int, int, java.lang.String, char, java.lang.StringBuffer, int), 1.0, 8297, 
8319, getNum(byte[]), 1.0, 8297, 
8320, getSignedNum(byte[]), 1.0, 8297, 
8321, main(int, String[]), 1.0, 8297, 
8323, loadOpcodes(org.w3c.dom.Node, org.w3c.dom.NodeList, int, int, javax.xml.parsers.DocumentBuilderFactory, org.w3c.dom.Document), 0.0, 8322, 
8324, processOpcode(org.w3c.dom.Node, int, org.w3c.dom.NodeList, com.jasml.helper.OpcodeInfo, short[], java.lang.String, org.w3c.dom.NodeList, org.w3c.dom.NamedNodeMap, int, int, int), 1.0, 8322, 
8325, main(com.jasml.helper.OpcodeInfo, OpcodeInfo[], String[], int, com.jasml.helper.OpcodeLoader), 1.0, 8322, 
8326, prt(java.lang.String), 1.0, 8322, 
8327, pr(java.lang.String), 1.0, 8322, 
