2, MindMapMock, LOC, 139.0, 1, 
38, AllTests, NOPA, 0.0, 1, 
38, AllTests, NOC, 0.0, 1, 
38, AllTests, CFNAMM, 0.0, 1, 
38, AllTests, NMO, 0.0, 1, 
41, MarshallerTests, LOC, 18.0, 1, 
41, MarshallerTests, NOMNAMM, 1.0, 1, 
41, MarshallerTests, NOM, 1.0, 1, 
41, MarshallerTests, WMCNAMM, 1.0, 1, 
41, MarshallerTests, WMC, 1.0, 1, 
41, MarshallerTests, NOA, 0.0, 1, 
41, MarshallerTests, LOCNAMM, 18.0, 1, 
41, MarshallerTests, AMWNAMM, 1.0, 1, 
41, MarshallerTests, RFC, 7.0, 1, 
41, MarshallerTests, NOII, 0.0, 1, 
41, MarshallerTests, AMW, 1.0, 1, 
41, MarshallerTests, TCC, 1.0, 1, 
41, MarshallerTests, ATFD, 1.0, 1, 
41, MarshallerTests, FANOUT, 1.0, 1, 
41, MarshallerTests, NOCS, 0.0, 1, 
41, MarshallerTests, NIM, 50.0, 1, 
41, MarshallerTests, LCOM5, 0.0, 1, 
41, MarshallerTests, NOAM, 0.0, 1, 
41, MarshallerTests, CBO, 2.0, 1, 
41, MarshallerTests, WOC, 1.0, 1, 
41, MarshallerTests, DIT, 4.0, 1, 
41, MarshallerTests, NOPA, 0.0, 1, 
41, MarshallerTests, NOC, 0.0, 1, 
41, MarshallerTests, CFNAMM, 12.0, 1, 
41, MarshallerTests, NMO, 0.0, 1, 
43, SplashTests, LOC, 11.0, 1, 
43, SplashTests, NOMNAMM, 1.0, 1, 
43, SplashTests, NOM, 1.0, 1, 
43, SplashTests, WMCNAMM, 2.0, 1, 
43, SplashTests, WMC, 2.0, 1, 
43, SplashTests, NOA, 0.0, 1, 
43, SplashTests, LOCNAMM, 11.0, 1, 
43, SplashTests, AMWNAMM, 2.0, 1, 
43, SplashTests, RFC, 9.0, 1, 
43, SplashTests, NOII, 0.0, 1, 
43, SplashTests, AMW, 2.0, 1, 
43, SplashTests, TCC, 1.0, 1, 
43, SplashTests, ATFD, 0.0, 1, 
43, SplashTests, FANOUT, 3.0, 1, 
43, SplashTests, NOCS, 0.0, 1, 
43, SplashTests, NIM, 50.0, 1, 
43, SplashTests, LCOM5, 0.0, 1, 
43, SplashTests, NOAM, 0.0, 1, 
43, SplashTests, CBO, 5.0, 1, 
43, SplashTests, WOC, 1.0, 1, 
43, SplashTests, DIT, 4.0, 1, 
43, SplashTests, NOPA, 0.0, 1, 
43, SplashTests, NOC, 0.0, 1, 
43, SplashTests, CFNAMM, 12.0, 1, 
43, SplashTests, NMO, 0.0, 1, 
45, FreeMindMainMock, LOC, 167.0, 1, 
45, FreeMindMainMock, NOMNAMM, 34.0, 1, 
45, FreeMindMainMock, NOM, 40.0, 1, 
45, FreeMindMainMock, WMCNAMM, 34.0, 1, 
45, FreeMindMainMock, WMC, 40.0, 1, 
45, FreeMindMainMock, NOA, 1.0, 1, 
45, FreeMindMainMock, LOCNAMM, 140.0, 1, 
45, FreeMindMainMock, AMWNAMM, 1.0, 1, 
45, FreeMindMainMock, RFC, 44.0, 1, 
45, FreeMindMainMock, NOII, 1.0, 1, 
45, FreeMindMainMock, AMW, 1.0, 1, 
45, FreeMindMainMock, TCC, 0.00134952766531714, 1, 
45, FreeMindMainMock, ATFD, 0.0, 1, 
45, FreeMindMainMock, FANOUT, 3.0, 1, 
45, FreeMindMainMock, NOCS, 0.0, 1, 
45, FreeMindMainMock, NIM, 0.0, 1, 
45, FreeMindMainMock, LCOM5, 0.974358974358974, 1, 
45, FreeMindMainMock, NOAM, 6.0, 1, 
45, FreeMindMainMock, CBO, 7.0, 1, 
45, FreeMindMainMock, WOC, 0.85, 1, 
45, FreeMindMainMock, DIT, 1.0, 1, 
45, FreeMindMainMock, NOPA, 0.0, 1, 
45, FreeMindMainMock, NOC, 0.0, 1, 
45, FreeMindMainMock, CFNAMM, 264.0, 1, 
45, FreeMindMainMock, NMO, 0.0, 1, 
86, TransformTest, LOC, 134.0, 1, 
86, TransformTest, NOMNAMM, 9.0, 1, 
86, TransformTest, NOM, 9.0, 1, 
86, TransformTest, WMCNAMM, 14.0, 1, 
86, TransformTest, WMC, 14.0, 1, 
86, TransformTest, NOA, 3.0, 1, 
86, TransformTest, LOCNAMM, 134.0, 1, 
86, TransformTest, AMWNAMM, 1.55555555555556, 1, 
86, TransformTest, RFC, 23.0, 1, 
86, TransformTest, NOII, 0.0, 1, 
86, TransformTest, AMW, 1.55555555555556, 1, 
86, TransformTest, TCC, 1.0, 1, 
86, TransformTest, ATFD, 4.0, 1, 
86, TransformTest, FANOUT, 6.0, 1, 
86, TransformTest, NOCS, 0.0, 1, 
86, TransformTest, NIM, 50.0, 1, 
86, TransformTest, LCOM5, 0.708333333333333, 1, 
86, TransformTest, NOAM, 0.0, 1, 
86, TransformTest, CBO, 8.0, 1, 
86, TransformTest, WOC, 1.0, 1, 
86, TransformTest, DIT, 4.0, 1, 
86, TransformTest, NOPA, 0.0, 1, 
86, TransformTest, NOC, 0.0, 1, 
86, TransformTest, CFNAMM, 62.0, 1, 
86, TransformTest, NMO, 0.0, 1, 
96, SignedScriptTests, LOC, 34.0, 1, 
96, SignedScriptTests, NOMNAMM, 2.0, 1, 
96, SignedScriptTests, NOM, 2.0, 1, 
96, SignedScriptTests, WMCNAMM, 2.0, 1, 
96, SignedScriptTests, WMC, 2.0, 1, 
96, SignedScriptTests, NOA, 5.0, 1, 
96, SignedScriptTests, LOCNAMM, 34.0, 1, 
96, SignedScriptTests, AMWNAMM, 1.0, 1, 
96, SignedScriptTests, RFC, 5.0, 1, 
96, SignedScriptTests, NOII, 0.0, 1, 
96, SignedScriptTests, AMW, 1.0, 1, 
96, SignedScriptTests, TCC, 1.0, 1, 
96, SignedScriptTests, ATFD, 4.0, 1, 
96, SignedScriptTests, FANOUT, 2.0, 1, 
96, SignedScriptTests, NOCS, 0.0, 1, 
96, SignedScriptTests, NIM, 49.0, 1, 
96, SignedScriptTests, LCOM5, 0.8, 1, 
96, SignedScriptTests, NOAM, 0.0, 1, 
96, SignedScriptTests, CBO, 2.0, 1, 
96, SignedScriptTests, WOC, 1.0, 1, 
96, SignedScriptTests, DIT, 3.0, 1, 
96, SignedScriptTests, NOPA, 0.0, 1, 
96, SignedScriptTests, NOC, 0.0, 1, 
96, SignedScriptTests, CFNAMM, 16.0, 1, 
96, SignedScriptTests, NMO, 0.0, 1, 
99, HtmlConversionTests, LOC, 428.0, 1, 
99, HtmlConversionTests, NOMNAMM, 16.0, 1, 
99, HtmlConversionTests, NOM, 16.0, 1, 
99, HtmlConversionTests, WMCNAMM, 17.0, 1, 
99, HtmlConversionTests, WMC, 17.0, 1, 
99, HtmlConversionTests, NOA, 0.0, 1, 
99, HtmlConversionTests, LOCNAMM, 428.0, 1, 
99, HtmlConversionTests, AMWNAMM, 1.0625, 1, 
99, HtmlConversionTests, RFC, 40.0, 1, 
99, HtmlConversionTests, NOII, 0.0, 1, 
99, HtmlConversionTests, AMW, 1.0625, 1, 
99, HtmlConversionTests, TCC, 0.0, 1, 
99, HtmlConversionTests, ATFD, 7.0, 1, 
99, HtmlConversionTests, FANOUT, 6.0, 1, 
99, HtmlConversionTests, NOCS, 0.0, 1, 
99, HtmlConversionTests, NIM, 50.0, 1, 
99, HtmlConversionTests, LCOM5, 0.0, 1, 
99, HtmlConversionTests, NOAM, 0.0, 1, 
99, HtmlConversionTests, CBO, 8.0, 1, 
99, HtmlConversionTests, WOC, 1.0, 1, 
99, HtmlConversionTests, DIT, 4.0, 1, 
99, HtmlConversionTests, NOPA, 0.0, 1, 
99, HtmlConversionTests, NOC, 0.0, 1, 
99, HtmlConversionTests, CFNAMM, 402.0, 1, 
99, HtmlConversionTests, NMO, 0.0, 1, 
116, ScriptEditorPanelTest, LOC, 76.0, 1, 
116, ScriptEditorPanelTest, NOMNAMM, 2.0, 1, 
116, ScriptEditorPanelTest, NOM, 2.0, 1, 
116, ScriptEditorPanelTest, WMCNAMM, 2.0, 1, 
116, ScriptEditorPanelTest, WMC, 2.0, 1, 
116, ScriptEditorPanelTest, NOA, 0.0, 1, 
116, ScriptEditorPanelTest, LOCNAMM, 76.0, 1, 
116, ScriptEditorPanelTest, AMWNAMM, 1.0, 1, 
116, ScriptEditorPanelTest, RFC, 8.0, 1, 
116, ScriptEditorPanelTest, NOII, 0.0, 1, 
116, ScriptEditorPanelTest, AMW, 1.0, 1, 
116, ScriptEditorPanelTest, TCC, 0.0, 1, 
116, ScriptEditorPanelTest, ATFD, 0.0, 1, 
116, ScriptEditorPanelTest, FANOUT, 4.0, 1, 
116, ScriptEditorPanelTest, NOCS, 1.0, 1, 
116, ScriptEditorPanelTest, NIM, 50.0, 1, 
116, ScriptEditorPanelTest, LCOM5, 0.0, 1, 
116, ScriptEditorPanelTest, NOAM, 0.0, 1, 
116, ScriptEditorPanelTest, CBO, 3.0, 1, 
116, ScriptEditorPanelTest, WOC, 1.0, 1, 
116, ScriptEditorPanelTest, DIT, 4.0, 1, 
116, ScriptEditorPanelTest, NOPA, 0.0, 1, 
116, ScriptEditorPanelTest, NOC, 0.0, 1, 
116, ScriptEditorPanelTest, CFNAMM, 22.0, 1, 
116, ScriptEditorPanelTest, NMO, 0.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, LOC, 62.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOMNAMM, 8.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOM, 9.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, WMCNAMM, 8.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, WMC, 9.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOA, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, LOCNAMM, 57.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, AMWNAMM, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, RFC, 11.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOII, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, AMW, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, TCC, 0.0277777777777778, 1, 
119, ScriptEditorPanelTest.TestScriptModel, ATFD, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, FANOUT, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOCS, 0.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NIM, 0.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, LCOM5, 0.875, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOAM, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, CBO, 3.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, WOC, 0.888888888888889, 1, 
119, ScriptEditorPanelTest.TestScriptModel, DIT, 1.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOPA, 0.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NOC, 0.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, CFNAMM, 18.0, 1, 
119, ScriptEditorPanelTest.TestScriptModel, NMO, 0.0, 1, 
130, DontShowAgainDialogTests, LOC, 63.0, 1, 
130, DontShowAgainDialogTests, NOMNAMM, 1.0, 1, 
130, DontShowAgainDialogTests, NOM, 1.0, 1, 
130, DontShowAgainDialogTests, WMCNAMM, 1.0, 1, 
130, DontShowAgainDialogTests, WMC, 1.0, 1, 
130, DontShowAgainDialogTests, NOA, 0.0, 1, 
130, DontShowAgainDialogTests, LOCNAMM, 63.0, 1, 
130, DontShowAgainDialogTests, AMWNAMM, 1.0, 1, 
130, DontShowAgainDialogTests, RFC, 15.0, 1, 
130, DontShowAgainDialogTests, NOII, 0.0, 1, 
130, DontShowAgainDialogTests, AMW, 1.0, 1, 
130, DontShowAgainDialogTests, TCC, 1.0, 1, 
130, DontShowAgainDialogTests, ATFD, 3.0, 1, 
130, DontShowAgainDialogTests, FANOUT, 9.0, 1, 
130, DontShowAgainDialogTests, NOCS, 8.0, 1, 
130, DontShowAgainDialogTests, NIM, 50.0, 1, 
130, DontShowAgainDialogTests, LCOM5, 0.0, 1, 
130, DontShowAgainDialogTests, NOAM, 0.0, 1, 
130, DontShowAgainDialogTests, CBO, 4.0, 1, 
130, DontShowAgainDialogTests, WOC, 1.0, 1, 
130, DontShowAgainDialogTests, DIT, 4.0, 1, 
130, DontShowAgainDialogTests, NOPA, 0.0, 1, 
130, DontShowAgainDialogTests, NOC, 0.0, 1, 
130, DontShowAgainDialogTests, CFNAMM, 40.0, 1, 
130, DontShowAgainDialogTests, NMO, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, LOC, 5.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOMNAMM, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOM, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, WMCNAMM, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, WMC, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOA, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, LOCNAMM, 5.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, AMWNAMM, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, RFC, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOII, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, AMW, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, TCC, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, ATFD, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, FANOUT, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOCS, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NIM, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, LCOM5, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOAM, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, CBO, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, DIT, 1.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NOPA, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, CFNAMM, 0.0, 1, 
132, tests.freemind.DontShowAgainDialogTests$1, NMO, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, LOC, 9.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOMNAMM, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOM, 2.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, WMCNAMM, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, WMC, 2.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOA, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, LOCNAMM, 4.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, AMWNAMM, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, RFC, 2.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOII, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, AMW, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, TCC, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, ATFD, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, FANOUT, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOCS, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NIM, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, LCOM5, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOAM, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, CBO, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, DIT, 1.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NOPA, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, CFNAMM, 0.0, 1, 
135, tests.freemind.DontShowAgainDialogTests$2, NMO, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, LOC, 5.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOMNAMM, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOM, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, WMCNAMM, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, WMC, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOA, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, LOCNAMM, 5.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, AMWNAMM, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, RFC, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOII, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, AMW, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, TCC, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, ATFD, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, FANOUT, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOCS, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NIM, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, LCOM5, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOAM, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, CBO, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, DIT, 1.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NOPA, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, CFNAMM, 0.0, 1, 
139, tests.freemind.DontShowAgainDialogTests$3, NMO, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, LOC, 9.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOMNAMM, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOM, 2.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, WMCNAMM, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, WMC, 2.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOA, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, LOCNAMM, 4.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, AMWNAMM, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, RFC, 2.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOII, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, AMW, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, TCC, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, ATFD, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, FANOUT, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOCS, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NIM, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, LCOM5, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOAM, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, CBO, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, DIT, 1.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NOPA, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, CFNAMM, 0.0, 1, 
142, tests.freemind.DontShowAgainDialogTests$4, NMO, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, LOC, 5.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOMNAMM, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOM, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, WMCNAMM, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, WMC, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOA, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, LOCNAMM, 5.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, AMWNAMM, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, RFC, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOII, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, AMW, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, TCC, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, ATFD, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, FANOUT, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOCS, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NIM, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, LCOM5, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOAM, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, CBO, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, DIT, 1.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NOPA, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, CFNAMM, 0.0, 1, 
146, tests.freemind.DontShowAgainDialogTests$5, NMO, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, LOC, 9.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOMNAMM, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOM, 2.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, WMCNAMM, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, WMC, 2.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOA, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, LOCNAMM, 4.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, AMWNAMM, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, RFC, 2.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOII, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, AMW, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, TCC, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, ATFD, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, FANOUT, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOCS, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NIM, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, LCOM5, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOAM, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, CBO, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, DIT, 1.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NOPA, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, CFNAMM, 0.0, 1, 
149, tests.freemind.DontShowAgainDialogTests$6, NMO, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, LOC, 5.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOMNAMM, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOM, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, WMCNAMM, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, WMC, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOA, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, LOCNAMM, 5.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, AMWNAMM, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, RFC, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOII, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, AMW, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, TCC, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, ATFD, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, FANOUT, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOCS, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NIM, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, LCOM5, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOAM, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, CBO, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, DIT, 1.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NOPA, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, CFNAMM, 0.0, 1, 
153, tests.freemind.DontShowAgainDialogTests$7, NMO, 0.0, 1, 
156, tests.freemind.DontShowAgainDialogTests$8, LOC, 9.0, 1, 
156, tests.freemind.DontShowAgainDialogTests$8, NOMNAMM, 1.0, 1, 
156, tests.freemind.DontShowAgainDialogTests$8, NOM, 2.0, 1, 
156, tests.freemind.DontShowAgainDialogTests$8, WMCNAMM, 1.0, 1, 
156, tests.freemind.DontShowAgainDialogTests$8, WMC, 2.0, 1, 
156, tests.freemind.DontShowAgainDialogTests$8, NOA, 0.0, 1, 
