2, CompoundActionHandler, NOM, 4.0, 1, 
33, UsePlainTextAction, AMWNAMM, 1.0, 1, 
33, UsePlainTextAction, NMO, 0.0, 1, 
33, UsePlainTextAction, NIM, 29.0, 1, 
33, UsePlainTextAction, AMW, 1.0, 1, 
33, UsePlainTextAction, CBO, 14.0, 1, 
33, UsePlainTextAction, CFNAMM, 7.0, 1, 
33, UsePlainTextAction, NOAM, 0.0, 1, 
33, UsePlainTextAction, DIT, 5.0, 1, 
33, UsePlainTextAction, NOII, 0.0, 1, 
33, UsePlainTextAction, TCC, 1.0, 1, 
33, UsePlainTextAction, WOC, 1.0, 1, 
33, UsePlainTextAction, RFC, 33.0, 1, 
33, UsePlainTextAction, NOC, 0.0, 1, 
33, UsePlainTextAction, NOPA, 0.0, 1, 
33, UsePlainTextAction, FANOUT, 1.0, 1, 
33, UsePlainTextAction, NOCS, 1.0, 1, 
33, UsePlainTextAction, ATFD, 0.0, 1, 
35, NodeUpAction, NOM, 9.0, 1, 
35, NodeUpAction, NOMNAMM, 9.0, 1, 
35, NodeUpAction, LOC, 158.0, 1, 
35, NodeUpAction, NOA, 2.0, 1, 
35, NodeUpAction, WMCNAMM, 24.0, 1, 
35, NodeUpAction, WMC, 24.0, 1, 
35, NodeUpAction, LCOM5, 0.6875, 1, 
35, NodeUpAction, LOCNAMM, 158.0, 1, 
35, NodeUpAction, AMWNAMM, 2.66666666666667, 1, 
35, NodeUpAction, NMO, 0.0, 1, 
35, NodeUpAction, NIM, 15.0, 1, 
35, NodeUpAction, AMW, 2.66666666666667, 1, 
35, NodeUpAction, CBO, 10.0, 1, 
35, NodeUpAction, CFNAMM, 346.0, 1, 
35, NodeUpAction, NOAM, 0.0, 1, 
35, NodeUpAction, DIT, 2.0, 1, 
35, NodeUpAction, NOII, 1.0, 1, 
35, NodeUpAction, TCC, 0.666666666666667, 1, 
35, NodeUpAction, WOC, 1.0, 1, 
35, NodeUpAction, RFC, 36.0, 1, 
35, NodeUpAction, NOC, 0.0, 1, 
35, NodeUpAction, NOPA, 0.0, 1, 
35, NodeUpAction, FANOUT, 10.0, 1, 
35, NodeUpAction, NOCS, 2.0, 1, 
35, NodeUpAction, ATFD, 2.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOM, 1.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOMNAMM, 1.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, LOC, 13.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOA, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, WMCNAMM, 2.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, WMC, 2.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, LCOM5, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, LOCNAMM, 13.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, AMWNAMM, 2.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NMO, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NIM, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, AMW, 2.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, CBO, 6.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, CFNAMM, 8.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOAM, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, DIT, 1.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOII, 1.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, TCC, 1.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, RFC, 5.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOPA, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, FANOUT, 3.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, NOCS, 0.0, 1, 
45, freemind.modes.mindmapmode.actions.UsePlainTextAction$1, ATFD, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOM, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOMNAMM, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, LOC, 8.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOA, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, WMCNAMM, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, WMC, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, LCOM5, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, LOCNAMM, 8.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, AMWNAMM, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NMO, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NIM, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, AMW, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, CBO, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, CFNAMM, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOAM, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, DIT, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOII, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, TCC, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, RFC, 1.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOPA, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, FANOUT, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, NOCS, 0.0, 1, 
48, freemind.modes.mindmapmode.actions.NodeUpAction$1, ATFD, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOM, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOMNAMM, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, LOC, 16.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOA, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, WMCNAMM, 5.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, WMC, 5.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, LCOM5, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, LOCNAMM, 16.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, AMWNAMM, 5.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NMO, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NIM, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, AMW, 5.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, CBO, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, CFNAMM, 4.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOAM, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, DIT, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOII, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, TCC, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, RFC, 2.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOPA, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, FANOUT, 1.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, NOCS, 0.0, 1, 
51, freemind.modes.mindmapmode.actions.NodeUpAction$2, ATFD, 0.0, 1, 
54, NodeActorXml, NOM, 1.0, 1, 
54, NodeActorXml, NOMNAMM, 1.0, 1, 
54, NodeActorXml, LOC, 8.0, 1, 
54, NodeActorXml, NOA, 0.0, 1, 
54, NodeActorXml, WMCNAMM, 1.0, 1, 
54, NodeActorXml, WMC, 1.0, 1, 
54, NodeActorXml, LCOM5, 0.0, 1, 
54, NodeActorXml, LOCNAMM, 8.0, 1, 
54, NodeActorXml, AMWNAMM, 1.0, 1, 
54, NodeActorXml, AMW, 1.0, 1, 
54, NodeActorXml, CBO, 3.0, 1, 
54, NodeActorXml, CFNAMM, 0.0, 1, 
54, NodeActorXml, NOAM, 0.0, 1, 
54, NodeActorXml, NOII, 1.0, 1, 
54, NodeActorXml, TCC, 1.0, 1, 
54, NodeActorXml, WOC, 0.0, 1, 
54, NodeActorXml, RFC, 1.0, 1, 
54, NodeActorXml, NOC, 0.0, 1, 
54, NodeActorXml, NOPA, 0.0, 1, 
54, NodeActorXml, FANOUT, 0.0, 1, 
54, NodeActorXml, NOCS, 0.0, 1, 
54, NodeActorXml, ATFD, 0.0, 1, 
56, NewPreviousSiblingAction, NOM, 2.0, 1, 
56, NewPreviousSiblingAction, NOMNAMM, 2.0, 1, 
56, NewPreviousSiblingAction, LOC, 10.0, 1, 
56, NewPreviousSiblingAction, NOA, 1.0, 1, 
56, NewPreviousSiblingAction, WMCNAMM, 2.0, 1, 
56, NewPreviousSiblingAction, WMC, 2.0, 1, 
56, NewPreviousSiblingAction, LCOM5, 1.0, 1, 
56, NewPreviousSiblingAction, LOCNAMM, 10.0, 1, 
56, NewPreviousSiblingAction, AMWNAMM, 1.0, 1, 
56, NewPreviousSiblingAction, NMO, 0.0, 1, 
56, NewPreviousSiblingAction, NIM, 15.0, 1, 
56, NewPreviousSiblingAction, AMW, 1.0, 1, 
56, NewPreviousSiblingAction, CBO, 3.0, 1, 
56, NewPreviousSiblingAction, CFNAMM, 14.0, 1, 
56, NewPreviousSiblingAction, NOAM, 0.0, 1, 
56, NewPreviousSiblingAction, DIT, 2.0, 1, 
56, NewPreviousSiblingAction, NOII, 0.0, 1, 
56, NewPreviousSiblingAction, TCC, 1.0, 1, 
56, NewPreviousSiblingAction, WOC, 1.0, 1, 
56, NewPreviousSiblingAction, RFC, 5.0, 1, 
56, NewPreviousSiblingAction, NOC, 0.0, 1, 
56, NewPreviousSiblingAction, NOPA, 0.0, 1, 
56, NewPreviousSiblingAction, FANOUT, 2.0, 1, 
56, NewPreviousSiblingAction, NOCS, 0.0, 1, 
56, NewPreviousSiblingAction, ATFD, 1.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOM, 9.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOMNAMM, 9.0, 1, 
59, ChangeArrowsInArrowLinkAction, LOC, 77.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOA, 4.0, 1, 
59, ChangeArrowsInArrowLinkAction, WMCNAMM, 12.0, 1, 
59, ChangeArrowsInArrowLinkAction, WMC, 12.0, 1, 
59, ChangeArrowsInArrowLinkAction, LCOM5, 0.9375, 1, 
59, ChangeArrowsInArrowLinkAction, LOCNAMM, 77.0, 1, 
59, ChangeArrowsInArrowLinkAction, AMWNAMM, 1.33333333333333, 1, 
59, ChangeArrowsInArrowLinkAction, NMO, 0.0, 1, 
59, ChangeArrowsInArrowLinkAction, NIM, 17.0, 1, 
59, ChangeArrowsInArrowLinkAction, AMW, 1.33333333333333, 1, 
59, ChangeArrowsInArrowLinkAction, CBO, 12.0, 1, 
59, ChangeArrowsInArrowLinkAction, CFNAMM, 152.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOAM, 0.0, 1, 
59, ChangeArrowsInArrowLinkAction, DIT, 3.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOII, 1.0, 1, 
59, ChangeArrowsInArrowLinkAction, TCC, 0.166666666666667, 1, 
59, ChangeArrowsInArrowLinkAction, WOC, 1.0, 1, 
59, ChangeArrowsInArrowLinkAction, RFC, 30.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOC, 0.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOPA, 0.0, 1, 
59, ChangeArrowsInArrowLinkAction, FANOUT, 9.0, 1, 
59, ChangeArrowsInArrowLinkAction, NOCS, 0.0, 1, 
59, ChangeArrowsInArrowLinkAction, ATFD, 5.0, 1, 
69, MindMapControllerHookAction, NOM, 3.0, 1, 
69, MindMapControllerHookAction, NOMNAMM, 2.0, 1, 
69, MindMapControllerHookAction, LOC, 22.0, 1, 
69, MindMapControllerHookAction, NOA, 2.0, 1, 
69, MindMapControllerHookAction, WMCNAMM, 2.0, 1, 
69, MindMapControllerHookAction, WMC, 3.0, 1, 
69, MindMapControllerHookAction, LCOM5, 0.75, 1, 
69, MindMapControllerHookAction, LOCNAMM, 17.0, 1, 
69, MindMapControllerHookAction, AMWNAMM, 1.0, 1, 
69, MindMapControllerHookAction, NMO, 0.0, 1, 
69, MindMapControllerHookAction, NIM, 15.0, 1, 
69, MindMapControllerHookAction, AMW, 1.0, 1, 
69, MindMapControllerHookAction, CBO, 4.0, 1, 
69, MindMapControllerHookAction, CFNAMM, 12.0, 1, 
69, MindMapControllerHookAction, NOAM, 1.0, 1, 
69, MindMapControllerHookAction, DIT, 2.0, 1, 
69, MindMapControllerHookAction, NOII, 1.0, 1, 
69, MindMapControllerHookAction, TCC, 1.0, 1, 
69, MindMapControllerHookAction, WOC, 0.666666666666667, 1, 
69, MindMapControllerHookAction, RFC, 7.0, 1, 
69, MindMapControllerHookAction, NOC, 0.0, 1, 
69, MindMapControllerHookAction, NOPA, 0.0, 1, 
69, MindMapControllerHookAction, FANOUT, 3.0, 1, 
69, MindMapControllerHookAction, NOCS, 0.0, 1, 
69, MindMapControllerHookAction, ATFD, 1.0, 1, 
73, EdgeWidthAction, NOM, 8.0, 1, 
73, EdgeWidthAction, NOMNAMM, 7.0, 1, 
73, EdgeWidthAction, LOC, 72.0, 1, 
73, EdgeWidthAction, NOA, 1.0, 1, 
73, EdgeWidthAction, WMCNAMM, 11.0, 1, 
73, EdgeWidthAction, WMC, 12.0, 1, 
73, EdgeWidthAction, LCOM5, 1.0, 1, 
73, EdgeWidthAction, LOCNAMM, 61.0, 1, 
73, EdgeWidthAction, AMWNAMM, 1.57142857142857, 1, 
73, EdgeWidthAction, NMO, 1.0, 1, 
73, EdgeWidthAction, NIM, 28.0, 1, 
73, EdgeWidthAction, AMW, 1.5, 1, 
73, EdgeWidthAction, CBO, 16.0, 1, 
73, EdgeWidthAction, CFNAMM, 134.0, 1, 
73, EdgeWidthAction, NOAM, 1.0, 1, 
73, EdgeWidthAction, DIT, 5.0, 1, 
73, EdgeWidthAction, NOII, 1.0, 1, 
73, EdgeWidthAction, TCC, 0.0, 1, 
73, EdgeWidthAction, WOC, 0.8, 1, 
73, EdgeWidthAction, RFC, 43.0, 1, 
73, EdgeWidthAction, NOC, 0.0, 1, 
73, EdgeWidthAction, NOPA, 0.0, 1, 
73, EdgeWidthAction, FANOUT, 6.0, 1, 
73, EdgeWidthAction, NOCS, 0.0, 1, 
73, EdgeWidthAction, ATFD, 3.0, 1, 
82, SelectAllAction, NOM, 1.0, 1, 
82, SelectAllAction, NOMNAMM, 1.0, 1, 
82, SelectAllAction, LOC, 15.0, 1, 
82, SelectAllAction, NOA, 0.0, 1, 
82, SelectAllAction, WMCNAMM, 1.0, 1, 
82, SelectAllAction, WMC, 1.0, 1, 
82, SelectAllAction, LCOM5, 0.0, 1, 
82, SelectAllAction, LOCNAMM, 15.0, 1, 
82, SelectAllAction, AMWNAMM, 1.0, 1, 
82, SelectAllAction, NMO, 0.0, 1, 
82, SelectAllAction, NIM, 29.0, 1, 
82, SelectAllAction, AMW, 1.0, 1, 
82, SelectAllAction, CBO, 14.0, 1, 
82, SelectAllAction, CFNAMM, 7.0, 1, 
82, SelectAllAction, NOAM, 0.0, 1, 
82, SelectAllAction, DIT, 5.0, 1, 
82, SelectAllAction, NOII, 0.0, 1, 
82, SelectAllAction, TCC, 1.0, 1, 
82, SelectAllAction, WOC, 1.0, 1, 
82, SelectAllAction, RFC, 33.0, 1, 
82, SelectAllAction, NOC, 0.0, 1, 
82, SelectAllAction, NOPA, 0.0, 1, 
82, SelectAllAction, FANOUT, 1.0, 1, 
82, SelectAllAction, NOCS, 1.0, 1, 
82, SelectAllAction, ATFD, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOM, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOMNAMM, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, LOC, 5.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOA, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, WMCNAMM, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, WMC, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, LCOM5, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, LOCNAMM, 5.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, AMWNAMM, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NMO, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NIM, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, AMW, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, CBO, 6.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, CFNAMM, 8.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOAM, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, DIT, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOII, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, TCC, 1.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, RFC, 4.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOPA, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, FANOUT, 3.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, NOCS, 0.0, 1, 
84, freemind.modes.mindmapmode.actions.SelectAllAction$1, ATFD, 1.0, 1, 
87, ChangeArrowLinkEndPoints, NOM, 8.0, 1, 
87, ChangeArrowLinkEndPoints, NOMNAMM, 7.0, 1, 
87, ChangeArrowLinkEndPoints, LOC, 73.0, 1, 
87, ChangeArrowLinkEndPoints, NOA, 1.0, 1, 
87, ChangeArrowLinkEndPoints, WMCNAMM, 8.0, 1, 
87, ChangeArrowLinkEndPoints, WMC, 9.0, 1, 
87, ChangeArrowLinkEndPoints, LCOM5, 0.714285714285714, 1, 
87, ChangeArrowLinkEndPoints, LOCNAMM, 61.0, 1, 
87, ChangeArrowLinkEndPoints, AMWNAMM, 1.14285714285714, 1, 
87, ChangeArrowLinkEndPoints, NMO, 0.0, 1, 
87, ChangeArrowLinkEndPoints, NIM, 17.0, 1, 
87, ChangeArrowLinkEndPoints, AMW, 1.125, 1, 
87, ChangeArrowLinkEndPoints, CBO, 11.0, 1, 
87, ChangeArrowLinkEndPoints, CFNAMM, 200.0, 1, 
87, ChangeArrowLinkEndPoints, NOAM, 1.0, 1, 
87, ChangeArrowLinkEndPoints, DIT, 3.0, 1, 
87, ChangeArrowLinkEndPoints, NOII, 1.0, 1, 
87, ChangeArrowLinkEndPoints, TCC, 0.166666666666667, 1, 
87, ChangeArrowLinkEndPoints, WOC, 0.8, 1, 
87, ChangeArrowLinkEndPoints, RFC, 31.0, 1, 
87, ChangeArrowLinkEndPoints, NOC, 0.0, 1, 
87, ChangeArrowLinkEndPoints, NOPA, 0.0, 1, 
87, ChangeArrowLinkEndPoints, FANOUT, 9.0, 1, 
87, ChangeArrowLinkEndPoints, NOCS, 0.0, 1, 
87, ChangeArrowLinkEndPoints, ATFD, 2.0, 1, 
96, JoinNodesAction, NOM, 4.0, 1, 
96, JoinNodesAction, NOMNAMM, 4.0, 1, 
96, JoinNodesAction, LOC, 73.0, 1, 
96, JoinNodesAction, NOA, 3.0, 1, 
